VCF	Danaus_plexippus_CA_1956_04_total_sites	Danaus_plexippus_CA_1956_05_total_sites	Danaus_plexippus_CA_1971_01_total_sites	Danaus_plexippus_CA_1973_02_total_sites	Danaus_plexippus_CA_2023_04_total_sites	Danaus_plexippus_CA_2023_06_total_sites	Danaus_plexippus_CA_2023_07_total_sites	Danaus_plexippus_CA_2024_01_total_sites	Danaus_plexippus_CA_2024_02_total_sites	Danaus_plexippus_CA_2024_03_total_sites	Danaus_plexippus_ID_1997_01_total_sites	Danaus_plexippus_ID_1997_02_total_sites	Danaus_plexippus_KS_2023_01_total_sites	Danaus_plexippus_KS_2023_02_total_sites	Danaus_plexippus_KS_2023_05_total_sites	Danaus_plexippus_KS_2023_06_total_sites	Danaus_plexippus_KS_2023_07_total_sites	Danaus_plexippus_KS_2023_08_total_sites	Danaus_plexippus_KS_2023_10_total_sites	Danaus_plexippus_KS_2023_11_total_sites	Danaus_plexippus_KS_2023_13_total_sites	Danaus_plexippus_KS_2023_15_total_sites	Danaus_plexippus_KS_2023_16_total_sites	Danaus_plexippus_KS_2023_17_total_sites	Danaus_plexippus_KS_2023_18_total_sites	Danaus_plexippus_KS_2023_19_total_sites	Danaus_plexippus_KS_2023_20_total_sites	Danaus_plexippus_MI_1969_02_total_sites	Danaus_plexippus_MI_1987_02_total_sites	Danaus_plexippus_MI_1987_03_total_sites	Danaus_plexippus_MI_1997_01_total_sites	Danaus_plexippus_MI_1997_06_total_sites	Danaus_plexippus_MI_2000_01_total_sites	Danaus_plexippus_MI_2000_02_total_sites	Danaus_plexippus_MI_2000_03_total_sites	Danaus_plexippus_MI_2002_01_total_sites	Danaus_plexippus_MN_1983_01_total_sites	Danaus_plexippus_MN_1996_03_total_sites	Danaus_plexippus_MN_1996_04_total_sites	Danaus_plexippus_NE_2024_02_total_sites	Danaus_plexippus_NE_2024_03_total_sites	Danaus_plexippus_NE_2024_04_total_sites	Danaus_plexippus_NE_2024_05_total_sites	Danaus_plexippus_NE_2024_06_total_sites	Danaus_plexippus_NE_2024_07_total_sites	Danaus_plexippus_NE_2024_08_total_sites	Danaus_plexippus_NE_2024_10_total_sites	Danaus_plexippus_NE_2024_11_total_sites	Danaus_plexippus_NE_2024_12_total_sites	Danaus_plexippus_NE_2024_13_total_sites	Danaus_plexippus_NE_2024_14_total_sites	Danaus_plexippus_NE_2024_15_total_sites	Danaus_plexippus_NE_2024_16_total_sites	Danaus_plexippus_NE_2024_17_total_sites	Danaus_plexippus_OR_1955_01_total_sites	Danaus_plexippus_CA_1956_04_het_sites	Danaus_plexippus_CA_1956_05_het_sites	Danaus_plexippus_CA_1971_01_het_sites	Danaus_plexippus_CA_1973_02_het_sites	Danaus_plexippus_CA_2023_04_het_sites	Danaus_plexippus_CA_2023_06_het_sites	Danaus_plexippus_CA_2023_07_het_sites	Danaus_plexippus_CA_2024_01_het_sites	Danaus_plexippus_CA_2024_02_het_sites	Danaus_plexippus_CA_2024_03_het_sites	Danaus_plexippus_ID_1997_01_het_sites	Danaus_plexippus_ID_1997_02_het_sites	Danaus_plexippus_KS_2023_01_het_sites	Danaus_plexippus_KS_2023_02_het_sites	Danaus_plexippus_KS_2023_05_het_sites	Danaus_plexippus_KS_2023_06_het_sites	Danaus_plexippus_KS_2023_07_het_sites	Danaus_plexippus_KS_2023_08_het_sites	Danaus_plexippus_KS_2023_10_het_sites	Danaus_plexippus_KS_2023_11_het_sites	Danaus_plexippus_KS_2023_13_het_sites	Danaus_plexippus_KS_2023_15_het_sites	Danaus_plexippus_KS_2023_16_het_sites	Danaus_plexippus_KS_2023_17_het_sites	Danaus_plexippus_KS_2023_18_het_sites	Danaus_plexippus_KS_2023_19_het_sites	Danaus_plexippus_KS_2023_20_het_sites	Danaus_plexippus_MI_1969_02_het_sites	Danaus_plexippus_MI_1987_02_het_sites	Danaus_plexippus_MI_1987_03_het_sites	Danaus_plexippus_MI_1997_01_het_sites	Danaus_plexippus_MI_1997_06_het_sites	Danaus_plexippus_MI_2000_01_het_sites	Danaus_plexippus_MI_2000_02_het_sites	Danaus_plexippus_MI_2000_03_het_sites	Danaus_plexippus_MI_2002_01_het_sites	Danaus_plexippus_MN_1983_01_het_sites	Danaus_plexippus_MN_1996_03_het_sites	Danaus_plexippus_MN_1996_04_het_sites	Danaus_plexippus_NE_2024_02_het_sites	Danaus_plexippus_NE_2024_03_het_sites	Danaus_plexippus_NE_2024_04_het_sites	Danaus_plexippus_NE_2024_05_het_sites	Danaus_plexippus_NE_2024_06_het_sites	Danaus_plexippus_NE_2024_07_het_sites	Danaus_plexippus_NE_2024_08_het_sites	Danaus_plexippus_NE_2024_10_het_sites	Danaus_plexippus_NE_2024_11_het_sites	Danaus_plexippus_NE_2024_12_het_sites	Danaus_plexippus_NE_2024_13_het_sites	Danaus_plexippus_NE_2024_14_het_sites	Danaus_plexippus_NE_2024_15_het_sites	Danaus_plexippus_NE_2024_16_het_sites	Danaus_plexippus_NE_2024_17_het_sites	Danaus_plexippus_OR_1955_01_het_sites	Danaus_plexippus_CA_1956_04_het	Danaus_plexippus_CA_1956_05_het	Danaus_plexippus_CA_1971_01_het	Danaus_plexippus_CA_1973_02_het	Danaus_plexippus_CA_2023_04_het	Danaus_plexippus_CA_2023_06_het	Danaus_plexippus_CA_2023_07_het	Danaus_plexippus_CA_2024_01_het	Danaus_plexippus_CA_2024_02_het	Danaus_plexippus_CA_2024_03_het	Danaus_plexippus_ID_1997_01_het	Danaus_plexippus_ID_1997_02_het	Danaus_plexippus_KS_2023_01_het	Danaus_plexippus_KS_2023_02_het	Danaus_plexippus_KS_2023_05_het	Danaus_plexippus_KS_2023_06_het	Danaus_plexippus_KS_2023_07_het	Danaus_plexippus_KS_2023_08_het	Danaus_plexippus_KS_2023_10_het	Danaus_plexippus_KS_2023_11_het	Danaus_plexippus_KS_2023_13_het	Danaus_plexippus_KS_2023_15_het	Danaus_plexippus_KS_2023_16_het	Danaus_plexippus_KS_2023_17_het	Danaus_plexippus_KS_2023_18_het	Danaus_plexippus_KS_2023_19_het	Danaus_plexippus_KS_2023_20_het	Danaus_plexippus_MI_1969_02_het	Danaus_plexippus_MI_1987_02_het	Danaus_plexippus_MI_1987_03_het	Danaus_plexippus_MI_1997_01_het	Danaus_plexippus_MI_1997_06_het	Danaus_plexippus_MI_2000_01_het	Danaus_plexippus_MI_2000_02_het	Danaus_plexippus_MI_2000_03_het	Danaus_plexippus_MI_2002_01_het	Danaus_plexippus_MN_1983_01_het	Danaus_plexippus_MN_1996_03_het	Danaus_plexippus_MN_1996_04_het	Danaus_plexippus_NE_2024_02_het	Danaus_plexippus_NE_2024_03_het	Danaus_plexippus_NE_2024_04_het	Danaus_plexippus_NE_2024_05_het	Danaus_plexippus_NE_2024_06_het	Danaus_plexippus_NE_2024_07_het	Danaus_plexippus_NE_2024_08_het	Danaus_plexippus_NE_2024_10_het	Danaus_plexippus_NE_2024_11_het	Danaus_plexippus_NE_2024_12_het	Danaus_plexippus_NE_2024_13_het	Danaus_plexippus_NE_2024_14_het	Danaus_plexippus_NE_2024_15_het	Danaus_plexippus_NE_2024_16_het	Danaus_plexippus_NE_2024_17_het	Danaus_plexippus_OR_1955_01_het
NC_083537.1_notrans.simple.vcf	5844123	5874164	6159369	6102416	5793111	5914586	5737740	5719787	5792181	5711138	6356778	6337325	6273236	5958387	6011131	6119438	6037857	5762164	5855515	5748496	5858715	5767088	5671785	5830814	5772125	5970858	5904098	5985683	6150893	6127993	6116846	6100271	6152196	6187495	6160232	6130120	5856900	6230335	6278372	5678899	5850854	5831373	5782483	5893517	5997188	5849694	5772923	5700569	5806266	5561432	5705302	5733374	5621458	5637963	5957872	21940	23533	23383	21811	19481	19928	18851	18341	19138	18698	22898	22608	22641	20471	20396	21576	20880	19806	19564	18760	19686	18810	18755	19262	19028	20637	20351	21329	22031	23052	21823	21746	21330	21907	21959	21342	21916	22553	23513	18346	19553	19514	18942	19448	20189	19654	18659	18528	18966	17535	18672	18557	18361	18458	20460	0.00375419887637546	0.00400618709317615	0.00379633043579626	0.00357415816948566	0.00336278728303324	0.00336929752986938	0.00328543991188168	0.00320658793762775	0.00330410945376189	0.00327395345726193	0.00360213932278271	0.0035674357871815	0.00360914207595569	0.00343566136271444	0.0033930386810735	0.00352581397180591	0.00345818060944471	0.00343725031082073	0.0033411237098701	0.00326346230387914	0.00336012248419662	0.00326161140596433	0.00330671913692074	0.00330348387034812	0.00329653290599216	0.00345628718686661	0.00344692787958465	0.00356333604703089	0.00358175634009566	0.00376175364430083	0.00356768831518727	0.00356475966395591	0.00346705469071532	0.00354052811355807	0.00356463847465485	0.0034814979152121	0.00374191124997866	0.00361986955757596	0.00374507913834988	0.00323055578202747	0.00334190530134575	0.00334638171833632	0.00327575541510455	0.00329989715818246	0.00336641105798251	0.00335983386481413	0.00323215812855983	0.00325020186581375	0.00326647108485901	0.0031529649198264	0.00327274524643919	0.00323666308878507	0.00326623448934422	0.00327387746248069	0.00343411204537459
NC_083538.1_notrans.simple.vcf	5133202	5188221	5413127	5358192	4993920	5104092	4911232	4879665	5006822	4904747	5565070	5541235	5507086	5152338	5233580	5328847	5249161	4998784	5037202	5007976	5085418	4983848	4857932	5021649	4984058	5140282	5138104	5261906	5367848	5370799	5321031	5361716	5367712	5387338	5410277	5358003	5056935	5443942	5543879	4845657	5031707	5053584	4966847	5061501	5169078	5052589	4956220	4822212	4999024	4735387	4937480	4954789	4908153	4897081	5177424	20443	22081	21473	20496	17665	18262	17039	16688	17857	17116	21554	21317	21342	18870	19005	20185	19533	17948	17575	17786	18050	17182	17177	17659	17287	18696	19010	20174	20405	21340	20266	20365	20197	20098	20711	19927	19675	20893	22052	16341	17518	17857	17623	17854	18448	18261	17081	16480	17284	15780	17337	17251	17293	17213	18857	0.00398250448745247	0.00425598678236721	0.00396683839119237	0.00382517087853515	0.00353730135845188	0.00357791356425394	0.00346939423753551	0.00341990689934657	0.00356653382125428	0.00348968050747572	0.00387308695128723	0.00384697635093982	0.00387537074961241	0.00366241500460568	0.00363135750289477	0.00378787381210232	0.0037211661063549	0.00359047320308299	0.00348904014569993	0.00355153459201881	0.00354936408373904	0.00344753692327695	0.00353586670212757	0.00351657393816254	0.00346845883414679	0.00363715453743588	0.00369980833396911	0.00383397194856769	0.00380133714665542	0.00397333804523312	0.00380866038931177	0.00379822429983237	0.0037626832438104	0.00373059941663211	0.00382808495757241	0.0037191095264411	0.00389069663739004	0.00383784397409083	0.00397772029295733	0.00337229812180268	0.00348152227464755	0.00353353184591371	0.00354812620561898	0.00352741212537546	0.00356891499799384	0.00361418670705256	0.00344637647239227	0.00341751876524715	0.0034574748991003	0.00333235699637643	0.00351130536224957	0.00348168206557333	0.00352332129825619	0.00351495104941086	0.00364215872603828
NC_083539.1_notrans.simple.vcf	4900961	4984090	5162787	5106123	4670837	4739612	4593125	4535282	4677255	4580728	5296062	5273782	5223713	4846945	4915596	5030463	4959566	4657975	4707702	4686717	4780070	4633973	4562992	4712720	4645902	4859512	4849502	4985650	5113866	5143779	5042137	5076325	5065932	5107231	5117927	5044091	4803295	5199234	5288177	4519199	4663882	4710252	4643730	4764770	4846089	4716977	4639582	4523520	4642168	4378215	4621614	4593925	4593327	4559648	4962768	20584	22560	21567	20767	17761	18139	17026	16681	17645	17050	22021	21401	21233	18471	19040	19881	19663	17832	17691	17786	18246	17063	16951	17917	17170	18523	18600	20151	20674	21751	20221	20559	20193	20161	20803	20052	19994	21055	22160	16843	17157	17911	16916	17990	18645	18297	17165	16566	17268	15549	17342	17052	17066	16727	19282	0.00419999261369352	0.0045264030143918	0.00417739488380985	0.00406707789843684	0.00380253046723746	0.00382710652264363	0.00370684446863519	0.00367805133175842	0.00377251186860669	0.00372211578596241	0.0041579951292111	0.00405799860517556	0.00406473326539953	0.00381085405342953	0.00387338585188856	0.00395212130573269	0.00396466142400363	0.00382827301563448	0.00375788442004188	0.00379498058022279	0.00381709891277743	0.00368215352139514	0.00371488707409524	0.00380183842876301	0.00369573012947755	0.00381169961098975	0.00383544537150413	0.00404179996590214	0.00404273400984695	0.00422860313399934	0.00401040273201621	0.00404997709957499	0.00398603850189857	0.0039475402620324	0.00406473167749364	0.00397534461610625	0.00416255924318619	0.00404963500392558	0.00419048000851711	0.00372698790205964	0.00367869512993682	0.00380255663603561	0.00364276131471899	0.00377562820450935	0.00384743243469115	0.00387896739797544	0.00369968673902089	0.00366219227504244	0.00371981367326646	0.0035514473364145	0.00375236876121632	0.00371185859586301	0.00371538973820066	0.00366848493567925	0.00388533173422574
NC_083540.1_notrans.simple.vcf	5973408	6008693	6254935	6197088	5711844	5823335	5668925	5564023	5741954	5631029	6410303	6382222	6283967	5923418	5963983	6087864	6036977	5693367	5738371	5704911	5778998	5700466	5584921	5747258	5719844	5891749	5854616	6067383	6230628	6219583	6173857	6149900	6184568	6205529	6226718	6155432	5905847	6293780	6358198	5588461	5759834	5763985	5680260	5850130	5924011	5794083	5700049	5603461	5701733	5441352	5642234	5645535	5527311	5555263	6017948	24247	25997	25481	24367	20652	21045	20762	19893	21008	20189	25509	24913	24416	22116	22460	23446	22760	20925	20793	20576	21354	20432	19922	21161	20459	21552	21804	23572	24572	25671	24244	23757	23530	23697	24505	23356	23972	24914	25270	19782	20682	20815	20550	21372	21801	21575	20867	19642	20372	18725	20267	20331	19925	20032	22372	0.00405915684982509	0.00432656486194252	0.00407374337223328	0.00393200806572377	0.00361564496509358	0.00361390852492601	0.00366242276974911	0.00357529075634662	0.00365868483098262	0.00358531273768968	0.00397937507790193	0.00390349943953689	0.00388544370140709	0.0037336551295215	0.00376593964134371	0.0038512686879996	0.00377009884251671	0.00367532955455006	0.00362350220994774	0.00360671708988975	0.00369510423779347	0.00358426837384873	0.00356710506737696	0.003681929713265	0.00357684580208831	0.0036579969716972	0.00372424083834021	0.00388503577242445	0.0039437437125118	0.00412744712949405	0.00392688071654397	0.003862989642108	0.00380463113995998	0.0038186913637822	0.00393546006098237	0.00379437219028656	0.00405902828163344	0.00395851141921071	0.00397439651926536	0.00353979387169384	0.00359072848280003	0.00361121689247977	0.00361779214331738	0.00365325214995222	0.00368010795388462	0.00372362632706504	0.00366084572255431	0.0035053335786579	0.00357294878592175	0.00344124033879815	0.0035920169209572	0.00360125302562113	0.00360482701262874	0.00360594988932117	0.00371754624666082
NC_083541.1_notrans.simple.vcf	4587691	4655345	4837514	4768473	4367896	4439066	4279087	4231014	4402441	4269598	4935049	4904366	4845002	4493406	4616053	4720056	4649323	4355056	4383068	4372104	4475823	4362650	4265478	4385347	4328294	4537068	4539362	4684727	4792274	4827296	4708429	4721553	4735574	4773601	4769360	4725522	4534031	4847438	4914544	4219581	4387652	4396795	4318987	4426667	4547836	4477253	4298271	4249425	4336967	4089163	4307944	4291003	4307466	4258206	4642628	19068	20699	20260	19072	16513	16870	15664	15423	16165	15410	20218	19672	19368	16898	17895	18579	18104	16191	15904	16285	16882	15942	15407	16325	15829	17141	17426	18551	19344	20391	18673	18821	18356	18915	18660	18248	18875	19571	20495	15299	16170	16248	15686	16318	17139	17064	15581	15208	15497	14260	15720	15669	16076	15691	17817	0.00415633921290689	0.00444628700987789	0.0041881015744864	0.00399960322728051	0.00378053873077564	0.00380034899233307	0.0036605939538037	0.00364522547077367	0.00367182660710274	0.00360923908995648	0.00409681849156918	0.00401111988787134	0.00399752156965054	0.00376062167540614	0.00387668859088056	0.00393618211309357	0.00389390025171407	0.00371774783148598	0.00362850861542645	0.00372475128679464	0.00377182028869327	0.00365420100168476	0.00361202191172947	0.00372262445822417	0.00365709907875944	0.0037779905436727	0.00383886546171026	0.003959889231539	0.00403649707842248	0.00422410392899047	0.00396586632186659	0.00398618844265859	0.00387619325555888	0.00396241747058458	0.00391247462971971	0.00386158396892449	0.00416296227352658	0.00403739047307052	0.00417027500415094	0.00362571544425857	0.00368534241092958	0.00369541904955769	0.00363187015844225	0.00368629490314044	0.0037686055521791	0.0038112655237486	0.0036249459375642	0.00357883713678909	0.00357323447469165	0.00348726622049549	0.00364907250419225	0.00365159381151679	0.0037321246412624	0.00368488513707416	0.00383769709741982
NC_083542.1_notrans.simple.vcf	5502101	5604901	5829167	5697030	5200213	5332413	5139815	5060423	5234166	5084568	5946819	5891362	5823384	5435787	5478277	5616695	5506109	5204873	5237564	5209242	5337349	5199205	5081119	5247548	5166814	5398502	5365187	5624749	5729687	5769064	5662923	5716101	5697718	5700705	5744061	5642855	5387156	5825340	5944630	5002251	5236447	5257932	5174371	5330441	5404866	5316013	5148825	5048929	5165562	4879869	5147467	5133281	5120119	5095213	5487834	24069	26357	25570	23938	20675	21416	19984	19329	20492	19613	25542	24752	24874	21746	22104	23559	22392	20991	20320	19961	21439	20023	19923	20667	20138	21879	21990	23932	24076	25218	23801	24430	23524	23881	24125	23220	23184	24310	25909	18963	19730	20798	19961	20934	21106	20970	19961	19285	20069	18250	19947	19847	20033	19650	22175	0.00437451075507338	0.00470249162295641	0.00438656157903865	0.00420183850181586	0.00397579868363084	0.00401619304431221	0.00388807768372986	0.00381964116438487	0.00391504587359285	0.00385735818657554	0.00429506934715854	0.00420140537960492	0.0042713995848462	0.0040005246710366	0.00403484526247943	0.00419445955317139	0.00406675567083761	0.00403295142840181	0.00387966619596438	0.00383184348125889	0.00401678810960273	0.00385116570706483	0.00392098669604077	0.00393841085398361	0.003897566275852	0.00405279094089434	0.00409864558308965	0.00425476763496469	0.00420197473265119	0.00437124635816139	0.00420295313921803	0.00427389229126637	0.00412867046070023	0.0041891309934473	0.00419999021598134	0.00411493827149555	0.00430356945297296	0.00417314697511218	0.00435838731762952	0.00379089333981841	0.00376782196019553	0.00395554754226567	0.00385766695121011	0.00392725479936838	0.00390499967991806	0.0039446856130713	0.00387680684428001	0.00381962194358447	0.00388515325147583	0.00373985449199558	0.00387510983557544	0.00386633811786263	0.0039126043750155	0.00385656105053901	0.00404075633483083
NC_083543.1_notrans.simple.vcf	5438144	5541827	5720311	5639779	5165991	5297138	5139449	5067949	5216367	5110803	5855398	5817447	5799105	5356313	5443820	5617904	5529927	5232759	5228126	5233201	5330159	5186550	5088131	5237387	5168910	5387477	5417546	5531344	5667940	5731771	5547510	5584455	5581411	5628608	5643855	5593746	5370716	5728847	5868889	5017652	5200622	5219044	5155155	5289847	5419670	5329704	5136940	5005967	5196352	4902517	5146690	5133716	5107210	5095085	5460578	22349	24354	23902	22541	19201	19941	18809	18135	19180	18670	23529	23229	23173	20103	20591	22033	21495	19859	19117	19458	19909	18731	18441	19518	18755	20222	20783	21819	22438	23734	21938	21854	21390	22045	22502	21758	22107	22969	23862	17898	18737	19241	18849	19656	20172	20052	18684	17638	19123	17251	18826	18475	18850	18714	20262	0.00410967418295654	0.00439457962148584	0.00417844414403343	0.00399678781739497	0.00371680864329806	0.003764485652441	0.00365973083885062	0.00357837065842612	0.00367688853180767	0.0036530463021173	0.00401834341576781	0.00399298867699181	0.00399596144577482	0.00375314138662173	0.00378245423250585	0.00392192533015872	0.00388703142012544	0.00379512987317016	0.00365656833825352	0.00371818319227563	0.00373516062091206	0.00361145655589939	0.00362431706259135	0.00372666751569055	0.0036284245614646	0.00375351950458443	0.00383623876936163	0.00394461093000182	0.00395875750272586	0.00414077952521132	0.0039545670039351	0.00391336307661177	0.00383236425341191	0.00391659891752988	0.00398699116118327	0.00388970110548459	0.00411621094840986	0.00400935825306558	0.00406584619337663	0.0035670070383518	0.00360283827588315	0.0036866905126686	0.00365634011004519	0.00371579745123063	0.00372199783381645	0.00376231025212657	0.00363718478315885	0.00352339518019196	0.00368008171886739	0.00351880472826509	0.00365788497072876	0.00359875770299721	0.00369086056770722	0.00367295148167302	0.0037105962042846
NC_083544.1_notrans.simple.vcf	5557897	5682409	5851043	5762940	5312209	5391785	5224655	5135434	5306983	5166601	5974434	5944155	5895925	5479958	5534266	5692917	5649636	5271575	5306040	5305144	5420048	5282973	5166694	5363065	5283254	5481248	5507420	5644592	5788824	5849099	5703023	5727670	5721755	5742558	5784234	5703213	5510506	5860728	5966457	5139824	5302046	5321944	5246624	5415408	5508539	5431038	5237973	5107471	5277910	4995892	5246181	5227609	5166231	5162056	5608090	23025	25203	24769	23102	19886	20512	19216	18789	19924	18984	24258	23863	23657	20942	20649	22256	22141	20089	19759	19877	20383	19322	18863	20185	19621	20604	20907	22947	23271	24522	22613	23181	22269	22716	23402	22257	22897	23270	24631	18626	19368	19355	19141	20466	20795	21011	19292	18376	19432	17406	19361	19396	18808	18894	21491	0.00414275399490131	0.00443526680321673	0.00423326234314121	0.00400871777252583	0.00374345211191804	0.0038043059951389	0.00367794619931842	0.00365869759011604	0.00375429881723759	0.00367436928069344	0.00406030094231521	0.00401453192253567	0.00401243231553997	0.00382156213606017	0.00373111809226373	0.00390941937147512	0.00391901354352741	0.0038108155532265	0.00372386940166301	0.00374674089902178	0.00376066780220397	0.00365741032558751	0.00365088391145286	0.00376370601512381	0.00371380970894074	0.00375899795083164	0.00379615137396458	0.00406530711165661	0.00401998747932223	0.00419244057930974	0.00396509009344693	0.00404719545644215	0.00389198768559646	0.00395572844018293	0.00404582525534064	0.0039025370435928	0.00415515380983162	0.00397049649804598	0.00412824562382667	0.00362385949402159	0.00365292945402586	0.00363682894821892	0.00364825076087023	0.00377921663520089	0.00377504815705217	0.00386868955805502	0.00368310413207552	0.00359786673287034	0.00368176039379224	0.00348406250575473	0.00369049409465667	0.00371030044519397	0.00364056504635584	0.00366016951385262	0.00383214249414685
NC_083545.1_notrans.simple.vcf	4794900	4780297	4994969	4947763	4631878	4714725	4575865	4494501	4631599	4604858	5107956	5094498	5047882	4749198	4802236	4905175	4863350	4593270	4642064	4611240	4679052	4624018	4519958	4655611	4614833	4762848	4757930	4868003	4990697	5000405	4923646	4923565	4930670	4965652	4956008	4943507	4807599	5016507	5047863	4499222	4636034	4637681	4573016	4705825	4803986	4710966	4594909	4504546	4610185	4405439	4579662	4579472	4459663	4489947	4869080	18912	20239	19547	18815	16366	16605	15919	15718	16353	16019	19393	19153	18842	17198	17653	18196	17998	16355	16365	16411	16533	15832	15733	16637	16232	17198	17075	18451	19029	19955	18305	18578	18371	18145	18844	18057	18776	19143	19521	15324	16122	16376	15690	16701	17168	16845	15793	15366	15968	14629	16026	15518	15503	15521	17657	0.00394419070262154	0.0042338373536205	0.00391333760029342	0.00380272862705833	0.00353334004047602	0.00352194454607639	0.00347890508133435	0.0034971624213678	0.00353074607711073	0.00347871747619579	0.00379662628260698	0.00375954608285252	0.00373265460642701	0.00362124299723869	0.00367599593189506	0.00370955164698507	0.00370074125859747	0.00356064415982514	0.00352537147268973	0.00355891257015467	0.00353340804932281	0.00342386210434302	0.00348078455596269	0.00357353739391027	0.00351735371572492	0.00361086475990836	0.00358874552589046	0.00379026060583775	0.00381289427108077	0.00399067675518283	0.00371777337363409	0.00377328216444792	0.00372586281377582	0.00365410222061474	0.00380225374938862	0.00365267005791637	0.00390548379762954	0.0038160018514875	0.00386718102293981	0.00340592217943458	0.00347754136401933	0.00353107512138071	0.00343099608660892	0.00354900575350762	0.00357369900744923	0.00357569976094075	0.00343706480367729	0.00341122057583606	0.00346363540725589	0.00332066792889426	0.00349938488910317	0.00338860025784632	0.00347627163756544	0.00345683367754675	0.00362635241154386
NC_083546.1_notrans.simple.vcf	4770454	4834782	5004271	4955252	4590792	4679651	4521266	4435010	4565045	4502354	5123853	5093766	5062893	4728547	4791473	4911326	4843450	4576122	4585645	4601069	4692840	4577928	4456172	4622620	4529065	4734287	4759865	4855759	4979925	5007066	4882301	4904130	4916489	4965549	4984331	4896979	4752541	5016071	5128974	4435868	4576725	4595834	4529036	4618948	4773874	4705365	4521596	4411861	4546245	4296512	4552591	4514356	4486756	4479576	4825572	18940	20574	20140	18636	16108	16740	15740	15505	15933	15651	20030	19283	19293	17042	17411	18558	17819	16435	16195	16107	16840	15719	15416	16042	15735	17019	17674	18466	19101	20623	18329	18799	18151	18718	19237	18075	18538	19249	20235	15138	15857	16271	15550	16464	17323	17021	15772	14928	15724	14728	15861	15144	15234	15874	17713	0.00397027201184625	0.00425541420481833	0.00402456221895257	0.00376085817633493	0.00350876275814718	0.00357718983744728	0.00348132580564824	0.00349604623213927	0.00349021751154698	0.00347618157079608	0.00390916757369893	0.00378560774091311	0.00381066714228407	0.00360406695756646	0.00363374686656901	0.0037786129448544	0.00367898915029576	0.00359146893373909	0.00353167329786758	0.00350070820498454	0.00358844537636058	0.00343364945888183	0.00345947149257255	0.00347032635172262	0.00347422702036734	0.00359483909615112	0.00371313051945801	0.00380290702236252	0.00383559993373394	0.00411877934103525	0.00375417246908783	0.00383329968822197	0.00369186222119077	0.00376957311266086	0.00385949488507083	0.00369105115623326	0.00390065019954588	0.00383746561801059	0.00394523349114267	0.00341263536245894	0.00346470456494546	0.00354038026612798	0.00343340172169089	0.00356444800850756	0.0036287090945425	0.00361736018353518	0.00348814887486631	0.00338360614715649	0.00345867853580262	0.00342789686145413	0.00348395012861907	0.00335463131396815	0.00339532615546734	0.00354363895154363	0.00367065292984956
